時間,ツイート本文,いいね,リツイート,ID
2021-07-30 10:31:39+00:00,"おかげさまで、受講生100名突破したみたいです！
デビュー講座にも関わらず良いスピード感！ https://t.co/4Ws49zHy0J",3,0,1421055883534954496
2021-07-30 09:20:36+00:00,"パワー石田デビュー講座！！
Windowsユーザー必見の内容です！！ https://t.co/QeSXeBwKuN",2,0,1421038006404730883
2021-07-29 23:43:35+00:00,"ちなみに、今回私は本講座をプロデュースいたしました。
主に講座設計部分で関わり、より面白く、ためになる講座を提供するために、何度もMTGを重ねて出来上がった講座となります。

Windowsユーザーの方は必見の講座となっております。",3,0,1420892791425560577
2021-07-29 23:43:34+00:00,"【5日間限定1200円クーポン】

WindowsのRPAツールである「Power Automate Desktop」を用いた業務自動化5ケースをこなし、みなさんの身の回りの業務を自動化していきましょう！

『Windowsで始める業務自動化大全〜Power Automate Desktop 超入門〜』
https://t.co/0CifxEUdoo",8,2,1420892789735231493
2021-07-29 23:43:34+00:00,"【新講座開講】
本日、Udemyにて新講座をリリースいたしました！！
講座のメイン講師を務めるのは、相棒のパワー石田さんです！

みなさん、この素晴らしいボディから繰り出される講義、気になりませんか？

是非、石田さんデビュー講座『Power Automate Desktop 超入門』をご覧ください！ https://t.co/TxwAF6o8p7",32,9,1420892787524837381
2021-07-25 10:49:00+00:00,"【新講座開講】
先日もアナウンスしましたが、久しぶりにリアルタイム講義を実施することになりました！

個人情報カードからテキスト情報をOCRで抽出し、複数人分のデータをまとめたcsvファイルをシステムにアップロードするまでの流れをお伝えします。

https://t.co/pY4UcHBGx6 https://t.co/L5UqRFZqW2",6,1,1419248310678790150
2021-07-24 09:12:50+00:00,"最後に質疑応答の時間も少しとっていますので、是非コミュニケーションとれたら嬉しいです！
『さがする』では、IT・プログラミング領域の講座だけでなく、料理やフィットネス、語学等の様々なジャンルの講座が今後拡充していくみたいです！
私の講座以外にも面白そうな講座を見つけてみて下さい！",2,0,1418861724476743681
2021-07-24 09:12:50+00:00,"講座情報はこちらになります！

■ 日程
8月21日（土）14:00~16:00

■ 定員
先着35名

■ お申し込みURL
https://t.co/LsZA5e87dB

私自身、『さがする』での講義以降、リアルタイム講義を行う予定はいまのところありません、、、
是非この機会に奮ってご参加ください！",3,0,1418861722492751872
2021-07-24 09:12:49+00:00,"◆講座開講◆

大阪ガスさんが作ったオンラインレッスンサイト『さがする』にて講師を担当することになりました！久しぶりのリアルタイム講義なので楽しみです！ご興味ある方は是非ご参加いただけると嬉しいです！
https://t.co/6zy1ScT7e9

#さがする
#オンライン講座
#PR https://t.co/BGuXAcGYSP",15,4,1418861720412463105
2021-07-17 13:45:05+00:00,応用されているのが素晴らしいですね🤩 https://t.co/BXj6RyfvEq,4,0,1416393522152808461
2021-07-11 09:09:54+00:00,"嬉しいです😭
ありがとうございます！！！ https://t.co/vrUDxkJnlx",0,0,1414149943284015105
2021-07-10 13:38:15+00:00,"チャンネル登録者19.5万人のユースフルチャンネルにGASのコンテンツを提供いたしました！！
長内さん、素敵な機会をいただきありがとうございます！東京来た際は是非飲みに行きましょう🍻 https://t.co/jF1AplzZDQ",10,1,1413855086443307010
2021-07-08 11:20:58+00:00,最近アイスを買って満足してしまうのですが、どうしたら食べられるのでしょうか。,3,0,1413095762737582085
2021-07-07 13:21:38+00:00,"できない理由を述べるのではなく、できるようにするためにはどうしたらいいかって議論はされてるんですかね。。。

河野氏要請の省庁ファクス全廃　反論殺到で断念(北海道新聞)
#Yahooニュース
https://t.co/mv0DSH6b7q",7,0,1412763742052392965
2021-07-07 10:18:00+00:00,"【動画更新】
本日は私自身について少しだけ話してみました！
https://t.co/oZyQBuEUhU https://t.co/G9ebhLl2au",5,0,1412717527558504458
2021-07-04 11:50:51+00:00,ありがとうございます！！ https://t.co/SiHQjh6lcl,8,0,1411653731624448000
2021-07-03 10:14:00+00:00,"【動画更新】
Python学習ロードマップ（YouTube版）を公開しました！どの順番で動画を視聴していけばよいかについてお伝えしています！
https://t.co/NEzq6xWxDp https://t.co/B8WtYILxhL",36,6,1411266969383276546
2021-06-27 00:34:04+00:00,本日は、弟（高1）の数学の質問に答える兄となっています。,11,0,1408946696856358915
2021-06-26 10:13:00+00:00,"【動画更新】
本日も動画を更新しました！
これにて機械学習系は一旦完了です！
次はどんな領域の動画を出そう。。。
https://t.co/26fwblUKIe https://t.co/pPZJPtCLNy",24,4,1408730002707730446
2021-06-19 10:08:00+00:00,"【動画更新】
第3回まで公開していた機械学習入門の第4回「ハイパーパラメータチューニング」を公開しました。
是非ご覧ください！
https://t.co/awHuxj0OeB https://t.co/eCrPOTtiXz",3,0,1406192029441290242
2021-06-17 15:54:38+00:00,こちらこそご視聴ありがとうございます！！！ https://t.co/LleboIOEgW,1,0,1405554487121514507
2021-06-16 11:34:27+00:00,絶賛応援中 https://t.co/i5kS3zwX9b,5,2,1405126623536377856
2021-06-16 10:15:00+00:00,"【動画更新】
本日もノックシリーズになります。
みんな大好きWebスクレイピング。
https://t.co/pyjmtl3VYK https://t.co/kNvA0dvYAG",12,4,1405106627368325123
2021-06-15 01:09:11+00:00,おぉー！！！ https://t.co/gW2s4i5ySF,4,0,1404606882182942723
2021-06-12 10:13:00+00:00,"【騙されないでね】
本日は、SNSでよく見かける売上捏造、やりとり捏造の方法をご紹介します。誰でも簡単にできる方法であり、売上とかやりとりは捏造できるんだから見た情報をそのまんま信じないでね、という警鐘動画となります。

https://t.co/pl2gyfndOs https://t.co/iQjNsKSsvk",8,3,1403656572635697157
2021-06-11 08:48:47+00:00,"いつもお世話になっている石川さんの記事です！！
自身で複数社経営しつつ、EdMuseでも幅広く業務をこなしている方です！若手に是非読んでいただきたい内容です。

元海上自衛隊員、EdMuse取締役が語る20代に必要なマインドセットhttps://t.co/dcHSpEY9jL",2,0,1403272991199285248
2021-06-11 08:41:55+00:00,たのしみ！！！ https://t.co/mq9fRCmwMY,2,0,1403271263439646720
2021-06-09 10:46:10+00:00,"【動画更新】
前回に引き続きノックシリーズです！
今回は、機械学習の一連の流れをざっくり演習形式でお伝えする内容となります。是非ご覧ください！
https://t.co/PJpvjNT4G0 https://t.co/ctpGj2E6Nt",16,1,1402577758736109570
2021-06-08 06:20:55+00:00,"僕もちょうど1ヶ月前から、間欠的ファスティングを実践しており、朝食抜いても調子は良い感じ。
朝はコーヒーではなく、ヤクルトレディが持ってきたYakult1000を飲んでいます。お腹の調子も良いです。

ふるさと納税で届いたアーモンドを食べていたので、ミックスナッツに切り替えてみます。 https://t.co/Eh85OUpPpg",9,0,1402148616295239680
2021-06-06 10:11:00+00:00,"【遂に公開！】
おまたせしました！Pythonの基礎力をみっちり鍛える100個の演習問題を公開しました！2時間半のボリューム満点なコンテンツです。
Python初学者の方、全員にご受講いただきたい内容となっております！リツイートいただけると嬉しいです！

https://t.co/LAquh5nZ20 https://t.co/tAtqoFF7We",78,18,1401481742129647622
2021-06-02 10:16:00+00:00,"【動画更新】
めちゃくちゃ便利なWebスクレイピングツール「Octoparse」の解説動画を公開しました！

プログラミング未経験でも簡単に扱うことができるサービスです。Webスクレイピングに興味のある方は是非ご覧になってみてください！

https://t.co/Alw5ligY8s https://t.co/bS4CDhb6Tk",11,2,1400033449008943107
2021-06-01 12:12:17+00:00,ついに！ https://t.co/TYig5LvVT6,0,0,1399700324336553986
2021-05-27 09:42:31+00:00,"なかなかいないのは承知ですが、是非CFO候補の方がお近くにいましたら、ご紹介いただけると嬉しいです😂

財務・経営戦略全般を担う攻めのCFOを募集！ by EdMuse株式会社 (@EdMuse_inc) https://t.co/2oCabdifU5 #wantedly",6,2,1397850694602747909
2021-05-26 11:56:53+00:00,"いつも一緒に仕事してるインターン生の牧野さん！！
『伝説の新人』になるために奮闘中です。

岡山の田舎者がチャンスを掴んだ〜東京ラブストーリー〜 | EdMuse株式会社 by 牧野 晃大 #創業 #大学 #学生 https://t.co/DUQ6vhHgq3",5,0,1397522122713427970
2021-05-26 10:13:00+00:00,"【動画更新】
本日は、ゲーム製作のためのPythonライブラリPygameの基本的な使い方から、インベーダーゲームを作るまでの流れをわかりやすく解説しました！
是非御覧ください！

https://t.co/WFdLbZ3oaQ https://t.co/g3KyCaVjn0",18,0,1397495979046326273
2021-05-26 00:11:40+00:00,最近この領域全く触れてないけど、凄く参考になったのと、やはり試行錯誤の過程が見える記事はとてもためになる。React使ってみたくなった。 https://t.co/wJg3R1nwC0 https://t.co/4yEAWSS4Oa,6,0,1397344647404417026
2021-05-23 10:14:00+00:00,"【動画更新】
Python20本ノックvol.4を公開しました！
あと20本で100本ノックに到達。。。
https://t.co/Q7Mhcpbb8D https://t.co/SOhHJOEtiI",12,1,1396409067032088578
2021-05-21 02:04:39+00:00,"ありがとうございます！😂
1人目のデザイナーとして、一緒にデザイン文化を創ってくださる方を募集してます！！
良い意味で何も整っていないのでやりがいのある環境です！ https://t.co/eBMPXXG7tF",2,0,1395561141376491525
2021-05-21 01:11:49+00:00,"1人目のデザイナー絶賛募集中です！！！

社内にデザイン文化を！1人目のデザイナーWanted！ by EdMuse株式会社 (@EdMuse_inc) https://t.co/5kH4cFpkVf #wantedly",3,0,1395547846179360771
2021-05-21 00:01:15+00:00,"SpotifyについにB'zが...！
https://t.co/0quTuFvtIu",1,0,1395530089459109888
2021-05-19 10:16:00+00:00,"【動画更新】
本日は、SNSでもよく見かけるWord Cloudの実装をPythonで行っていきます！30分でサクッと実装できる内容ですので、是非ご覧いただければと思います！
https://t.co/n647KE70HE https://t.co/BjLAbMMxjI",5,2,1394960018961698820
2021-05-17 11:02:47+00:00,面白そう！！ https://t.co/6Z4sEjS4kO,2,0,1394247016692158464
2021-05-16 10:09:00+00:00,"【動画更新】
Python100本ノックまであと40本。。。！！
https://t.co/sOgjk54Waq https://t.co/IzJwDtC8GC",10,2,1393871093488787457
2021-05-14 10:17:53+00:00,久しぶりにネット環境がすこぶる悪い(1Mbps未満)ところで仕事しましたが、Zoomで問題なくやりとりできたのは驚きでした。 https://t.co/a0HcftX5g8,2,0,1393148553376137217
2021-05-14 09:48:48+00:00,"ありがとうございます😊
はい！どんどん広まって欲しいです！ https://t.co/z2DXBNZVNZ",3,0,1393141236559585286
2021-05-14 09:35:10+00:00,もう1年経ったのか😂 https://t.co/FRxQVuz6Mp,3,0,1393137806101209089
2021-05-12 10:15:00+00:00,"【動画更新】
SeleniumのラッパーであるHeliumを用いたWebスクレイピング講座を公開しました。非常に簡単に実装することができるので、是非ご受講いただければと思います！
https://t.co/G9feFmxckM https://t.co/veIHDIng8q",11,3,1392423052047175683
2021-05-09 03:20:13+00:00,"本日から10日間ほど沖縄本島に滞在しております。
やはり沖縄はいいですね。",14,0,1391231505997787138
2021-05-08 10:23:00+00:00,"【動画更新】
Python100本ノックまであと60本...
20本ノック第2弾公開しました！
第1弾見てなくても全く問題ないです。
https://t.co/wIjGWV65dX https://t.co/93UwpyoMcb",9,0,1390975513955508228
2021-05-01 10:12:00+00:00,"【動画更新】
Python100本ノックに向けてようやく動き出しました。。。
最初の20本は文字列操作やリストの扱いがメインになります。是非初学者の方はご受講いただければと思います！
https://t.co/C0m4WtXTLc https://t.co/lI8Qtf5Bj4",19,1,1388436030588473351
2021-04-26 10:14:00+00:00,"【動画更新】
GUIアプリケーション開発ライブラリKivyを用いた動画になります。最近更新をサボっていましたが、頑張って動画撮影モチベーションを上げていきます。

https://t.co/6jMdh15dWO https://t.co/XTU0ixeVBS",17,0,1386624594581262336
2021-04-25 01:07:45+00:00,家事代行（掃除代行）の満足度が非常に高い。,6,0,1386124738553008128
2021-04-20 03:32:33+00:00,Google DriveとDropboxの違いって何かありますか？？,2,0,1384349240214753280
2021-04-19 14:21:51+00:00,すごすぎる。 https://t.co/fYZFteqBhu,1,0,1384150254128304131
2021-04-15 01:33:25+00:00,「ここだけの話」がここだけの話じゃない率は異常。,6,0,1382507319586525184
2021-04-14 10:14:00+00:00,"【動画更新】
こんかいもちょっとエンタメチックにやってみました。
https://t.co/MgNOQtgYb5 https://t.co/yD4r1BQQ67",6,0,1382275940210860033
2021-04-13 10:59:38+00:00,ありがとうございます😭 https://t.co/pgwnVuAQZw,1,0,1381925037557489664
2021-04-13 10:24:02+00:00,"【Udemy新講座】

「まずは動かしてみる」をテーマにStreamlitを用いた新コースを公開しました！
YouTubeとは異なり体系化されています。

＜本講座で3大要素＞
✓ まずは動かしてみる・形にしてみる
✓ エラー解決能力
✓ ドキュメント読解力

☆5日間限定1200円クーポン☆
https://t.co/fiwqt8oopu https://t.co/2C9kIq0Fdd",51,4,1381916077228089352
2021-04-13 00:18:02+00:00,「〇〇さんと話すと毎回論破されるんですよね」という話をたまに聞くのですが、この発言って、論破する側が悪いみたい捉え方・思考ですよね。僕は違うと思うんですよ、論破されるような材料しか持ち合わせず、ディスカッションに臨んだあなたの準備不足じゃないかと。,21,3,1381763572867330050
2021-04-11 03:05:57+00:00,"【ゆるぼ】
現在、Udemyで一緒に講座を出してくれる方を探しています！私がメインで行うのは講座のプロデュースになります。周りの知り合いで下記に当てはまる方がいれば是非ご紹介いただきたいです！！

＜要件＞
✓ NoCode領域に知見がある
✓ 教えるのが得意
✓ Udemyで講座を出してみたい",7,3,1381081055675867140
2021-04-10 10:21:00+00:00,"【動画更新】
もうPython基礎文法については教えたくないので、2時間にまとめました！！
こちらをご覧いただければ基礎は習得できます！
Pythonをこれから学び始める方に届きますように。
https://t.co/dflfx0Njve https://t.co/m4DWj3O6Ex",30,6,1380828150398062599
2021-04-07 10:10:00+00:00,"【動画更新】
少しエンタメ要素を入れてみました。
https://t.co/hqJyPz0Ea6 https://t.co/qW4iTpF0dL",19,0,1379738218640384009
2021-04-04 03:15:35+00:00,やばいな。面白すぎる。 https://t.co/SUFZgql0eH,4,0,1378546763229880320
2021-04-04 01:16:51+00:00,Udemyで前回出した講座、現在作成している講座では公式ドキュメントの読み方、うまくいかなかったときの調べ方をしっかり説明しているので、結構良い講座だと思ってます。どのようにエラー解決していくのかっていう思考プロセス、解へのたどり着き方も伝えてる講座って少ない気がします。,20,1,1378516885629628417
2021-04-03 10:33:59+00:00,"【動画更新】
今日のイントロ動画はイケてます。

【たったの数行！】PDFから表データを一瞬で抽出する方法
https://t.co/7xGVD8tm0L https://t.co/BqFV3meSab",12,0,1378294705310535681
2021-03-31 11:53:41+00:00,"やはりGASの講座は全然視聴されない。。。
悲しい。。。",9,0,1377227595910025218
2021-03-31 10:37:35+00:00,"【動画更新】
久しぶりにGoogle Apps Scriptの講座を公開しました！
ちょっとずつGASの講座も出していこうと思います。

https://t.co/jvnCJsmGQm https://t.co/erijnKDOaf",9,0,1377208445774954497
2021-03-27 00:49:42+00:00,ありがとうございます！！！😂 https://t.co/qwl9GIXjgP,3,0,1375610950498193409
2021-03-25 13:03:33+00:00,"MicrosoftのPower Automateなめてたわ。。。
MS製品中心の連携だけかと思ったら、Google関連サービスや主要クラウドサービスの連携ガッツリ抑えてる。
しかもテンプレがすでに豊富にある。半端ないぞこれ。
https://t.co/geylcO8s33 https://t.co/NoBA6ryiJ8",31,1,1375070853931573252
2021-03-24 10:35:31+00:00,ご視聴ありがとうございます！！！ https://t.co/JFYJZT9FF2,4,0,1374671211616083972
2021-03-24 10:35:14+00:00,ありがとうございます！！😂 https://t.co/q36SPlNgug,9,0,1374671140086419460
2021-03-24 10:12:00+00:00,"【動画更新】
クラウドを用いた定期実行の構築方法を解説しました！

＜使用クラウド＞
・Cloud Functions
・AWS Lambda
・Azure Functions

定期実行方法をクラウドごとにまとめている動画はなかなかないはず。しんどかった。
https://t.co/HmldECCepB https://t.co/OAgHejGcfl",11,0,1374665291750330370
2021-03-24 01:45:42+00:00,ありがとうございます！！！😂 https://t.co/TGouiJdQTH,0,0,1374537878882021378
2021-03-22 12:38:29+00:00,"「ANAトラベラーズ ダイナミックパッケージ」で使えるクーポンがお得だった。。。
会計時にクーポン入力欄があったから試しに探したら見つけてしまった。

https://t.co/43bxeVU62T https://t.co/haiFNt7EIp",4,0,1373977379819778049
2021-03-22 08:47:41+00:00,ありがとうございます😭 https://t.co/s8QGJhIq5b,2,0,1373919298893193217
2021-03-21 02:49:31+00:00,なんか事業継承市場に興味が湧いてきました。,13,0,1373466774973210630
2021-03-20 14:03:48+00:00,"「定期実行 3大クラウド編」を作成するために、下記3サービスを触っているのですが、どれも簡単。Azure Functionsは若干手こずりましたが。

・Cloud Functions
・Azure Functions
・AWS Lambda",14,0,1373274074256789509
2021-03-20 10:09:00+00:00,"【動画更新】
またまたPython自動化ネタです。
Seleniumを用いて、メール情報の自動収集からExcelへ転記、システムへファイル登録を行うまでの流れを解説しています。

そろそろ自動化ネタ尽きてきたので、何か面白そうなアイディアあれば是非コメントください！笑

https://t.co/MWzuqXPe5G https://t.co/lV0J2GTUJn",19,0,1373214985384435713
2021-03-20 03:35:44+00:00,"色々バタバタしていましたが、そろそろPython100本ノックを撮影し始めます。。。
あと80本。",19,0,1373116018998976516
2021-03-20 00:59:47+00:00,"Zapier Platform UI ってのがあるんだ。知らなかった。
今日触ってみよっと。 https://t.co/pzk28V8TWj",6,0,1373076771042594817
2021-03-19 11:42:32+00:00,"【動画更新】
急遽、Streamlitのアップデートした機能について解説いたしました！
カスタムテーマを設定することにより、自分好みの色合いに変更することができます！
もちろん設定も超簡単です。

https://t.co/IUdaINieZQ https://t.co/209EgRzMYP https://t.co/xdXGZ53TgX",6,0,1372876136762335235
2021-03-18 10:12:00+00:00,"【LINE勤怠管理Botの作成】
Pythonでスプレッドシート操作を可能にするgspread、LINE Botを作成できるLINE Messaging API、アプリケーションの開発から実行、運用までのすべてをクラウドで完結できる PaaSであるHerokuを用いて勤怠管理の自動化を行っていきます！
https://t.co/sbmrd0HQ5z https://t.co/HQ85MPjGiA",17,0,1372490964569296902
2021-03-14 05:06:57+00:00,ご紹介ありがとうございます！！ https://t.co/jlApqZLaoP,1,0,1370964645134012418
2021-03-13 10:16:00+00:00,"【動画更新】
定期実行に関する内容を詰め込みました。

■ ローカル
・Pythonの定期実行ライブラリschedule
・（Mac）Automator &amp; カレンダー
・（Win）タスクスケジューラ
■ リモート
・Herokuにデプロイ
・Cloud Functions(GCP)

https://t.co/sEXL1XAoRU https://t.co/n7AcyFbxO0",18,2,1370680031727517696
2021-03-12 12:57:52+00:00,"保険利かないお高い注射打ったら、
花粉症消え去りました。
幼少期からの悩みが消えた。",12,1,1370358379609137155
2021-03-12 11:06:29+00:00,アイキャッチ画像が懐かしい。 https://t.co/Ros2S8Qbs9,3,0,1370330348572184576
2021-03-10 10:09:00+00:00,"【動画更新】
Udemy講座の一部を抜粋し、
APIについて解説した動画を公開しました！
最近公開ペースが若干落ちているので、盛り返します。
https://t.co/XXLGU9AuGb https://t.co/oZIZTndHvq",13,1,1369591106720043008
2021-03-08 08:17:12+00:00,"楽天問い合わせ電話全くつながらない。
びっくりするくらい。",3,0,1368838197384417282
2021-03-07 07:29:54+00:00,残り1日！ https://t.co/VWFIPibRu6,7,1,1368463906612473856
2021-03-06 10:16:00+00:00,"【API×Streamlit】
久しぶりに、データ可視化・分析アプリを爆速で作成できるPythonライブラリStreamlitを用いたWebアプリ作成講座を公開しました。
サクッとWebアプリ作りたいときにはやっぱりStreamlit便利だなと思います。

https://t.co/hgYhAoyATv https://t.co/oznT0TfXXB",8,0,1368143316869541888
2021-03-06 04:36:01+00:00,"【本格的なスクレイピング（Python）】
ECサイトから商品の在庫情報をスクレイピングで取得し、Excelへ書き出すだけでなく、LINEへ通知を行うまでの一連の流れを講座にしようか検討中です。YouTubeかUdemy、どちらで出すかは決めていないのですが、視聴したい方は是非いいね、リツイートお願いします！ https://t.co/HbfFx36ZiG",91,14,1368057757484552194
2021-03-04 00:34:43+00:00,"初スタメン！！
激アツ。 https://t.co/2mC0oNLa3T",3,0,1367272257333030912
2021-03-03 15:32:29+00:00,いつもありがとうございます😭 https://t.co/jnmhq4LAeG,4,0,1367135799339225088
2021-03-03 12:47:11+00:00,本講座の3大要素でした😂,2,0,1367094200685092873
2021-03-03 12:02:05+00:00,"【Udemy新講座】

「プログラミングを業務で活かす」をテーマにした新コースを公開しました！
YouTubeとは異なり体系化されたコンテンツです。

＜本講座で3大要素＞
✓ プログラミングの業務活用力
✓ エラー解決能力
✓ ドキュメント読解力

☆5日間限定1200円クーポン☆
https://t.co/3OZ7fGXdSg https://t.co/dGPL1gQbHQ",53,7,1367082850827137025
2021-03-03 11:33:15+00:00,ホテル泊の楽しみはコンビニスイーツ。,6,0,1367075595444572164
2021-03-03 01:53:16+00:00,やっぱり会社の中に、技術がわかるビジネスサイドがいたほうが絶対に良い。,20,0,1366929638157520897
2021-03-01 23:16:37+00:00,BASEでECサイト作るの楽しい。,4,0,1366527828607475718
2021-03-01 09:20:47+00:00,"こういった新しい制度の導入って、
会社（社長）のスタンスが現れるので面白いですよね。

諸々のルールや制度設立の背景とかを知れると、
外の人でもそのベンチャーの組織文化がわかりそう。 https://t.co/422ITluSQa",5,0,1366317484601536518
2021-03-01 01:37:16+00:00,即レス論って、相手がレス待ちの状況を作るべきでないという「相手視点」の考え方であり、即レスしないべき論は、自分の時間は自分でコントロールしましょうね、相手の都合に合わせてレスするとあなたの業務効率落ちますからね、という「自分視点」の考え方だと思うのでどちらが正しいとかないと思う。,9,0,1366200835063967745
2021-02-28 10:11:00+00:00,"【動画更新】
1週間ぶりに動画を公開しました！
本日はPDFの文字認識・抽出に取り組んでいきます。
以前公開した画像のOCRと近しい内容となっておりますので、そちらも合わせてご視聴いただけると嬉しいです！

https://t.co/X5UubiCsu3 https://t.co/mQ4J9hASzg",27,4,1365967731233681408
2021-02-28 08:11:33+00:00,スクレイピング用のECサイトを作成したい。,13,0,1365937671055368200
2021-02-28 01:44:39+00:00,"プレゼン資料にしても何にしてもデザインが汚いと見る気が失せてしまうのは僕だけでしょうか。。。？
デザインのファーストインプレッションで損しているものって結構多そうだなと思うのですが。",17,0,1365840305795178499
2021-02-27 12:52:40+00:00,"溶連菌にかかり今週1週間はずっと熱が下がらずダウンしていましたが、ようやく体調が回復してきました。ここまで熱が長引くのは久しぶりでした。
溜まっていた撮影、タスクを3倍速で進めたいと思います。",11,0,1365646028116951041
2021-02-23 12:21:24+00:00,以前アレルギー検査をした時、スギの測定値が200でした。最大値200の検査なはずなんですけど、これはもう移住した方が良いのでしょうか。 https://t.co/54qnpCDIK2,11,0,1364188609687916545
2021-02-21 09:21:00+00:00,"【動画更新】
Pythonで機械学習実装（分類編）を公開しました！
動画内、概要欄にも記載していますが、機械学習を基礎から応用までしっかりと学びたい方は https://t.co/QyIeAzadi8 がおすすめです。無料なので是非登録してみてください！
https://t.co/WWfXL3Wpgt https://t.co/MWQIvOEtxA",16,1,1363418433388310534
2021-02-18 03:36:04+00:00,"若いうちからマネジメント経験が積めるベンチャーに入るのは、良い選択だろうなと思います。
上司から評価される働きって、上司側の立場になってみないとわからない部分が多いですからね。",12,0,1362244467017670658
2021-02-17 10:11:00+00:00,"【Python自動化講座】
今日の動画は面白い自信があります。
各店舗の注文表集計から、発注が必要な在庫の確認、メーカーへメールで発注、定期実行の仕組みを構築、といった一連の流れを体感できる講座です。
https://t.co/8yYwT9aiTS https://t.co/A5vXvCXqmX",29,2,1361981464737243138
2021-02-16 13:24:31+00:00,"シンプルでわかりやすかったです。
共有ありがとうございます！ https://t.co/dpqtFOBbLD",5,1,1361667778692804615
2021-02-16 01:34:55+00:00,"行きつけの耳鼻科が閉業していた。。。
ショックすぎる。。。",5,0,1361489202337095683
2021-02-16 00:16:32+00:00,花粉症の市販薬効いた試しがないのですが。,6,0,1361469477401976836
2021-02-13 10:11:00+00:00,"【Python×Excel】
過去に公開したPython×Excel動画3本を1つにまとめました。Pythonによる業務効率化、Excel操作の自動化周りに興味がある方は是非ご覧になってみてください！

https://t.co/PffkZoyjQP https://t.co/2UKv6h2sNs",16,5,1360531913455198215
2021-02-10 11:41:34+00:00,長い講義、お疲れ様でした！！！！ https://t.co/WuPKJ2BHkQ,0,1,1359467541337305094
2021-02-10 10:11:00+00:00,"【動画更新】
これで20本ノック周りは一段落。
今回が一番ハードな内容です。
自然言語処理周りに興味がある方は是非ご覧になってみてください！
https://t.co/WgkZBah1k8 https://t.co/q3cnSZSVfq",18,2,1359444749556609027
2021-02-07 08:52:54+00:00,"すごい勉強量です。。
僕は無理です。笑 https://t.co/CrzgaqwLpm",8,0,1358337933888032773
2021-02-06 13:24:39+00:00,ありがとうございます😭 https://t.co/KYG8UjOFuM,4,0,1358043934233010177
2021-02-06 10:12:00+00:00,"【動画更新】
20本ノック系も自分でやっておきながら疲れてきました。笑
あともう一つくらい出したら、一旦休憩します。
100本ノックも撮影していかねば。。。

https://t.co/YgfJNegpwZ https://t.co/HdBKBUyzeR",30,2,1357995449764827138
2021-02-03 22:58:22+00:00,"外注ノウハウが溜まってきたから、暇なときにでもnoteにまとめようかな。

【外注したことある領域】
・サムネイル作成
・動画編集
・LPデザイン
・アイコン / イラスト作成
・ロゴ作成
・コーディング
・ナレーション
・資料作成
・記事ライティング
・ネーミング
・手紙執筆
・文字書き起こし",21,2,1357101148159713280
2021-02-03 22:05:10+00:00,こちらこそご視聴ありがとうございます！！ https://t.co/IMzEfl31tF,1,0,1357087759563845632
2021-02-03 10:13:00+00:00,"【動画更新】
AI・機械学習超入門の第2回は、Pythonを用いて機械学習の実装方法についてわかりやすくお伝えしていきます。今回は機械学習の中でも特に、教師あり学習（回帰）について解説します！
Pythonの基礎を終え、次のステップを学んでいきたい方におすすめです。

https://t.co/thwRBWASTc https://t.co/gsnT9Wu0ax",20,3,1356908537935400960
2021-02-03 05:21:46+00:00,ありがとうございます！！！！ https://t.co/ksog0YNtgx,2,1,1356835246554009600
2021-02-02 12:32:48+00:00,YouTubeのコメントに「もっと数学教えてほしいです！」ってコメントつくと今までは「検討します！」だったけど、最近は「こちらへどうぞ！ https://t.co/QyIeAzadi8」って流すことにしてます。,59,9,1356581334370586624
2021-02-01 10:46:49+00:00,激安。 https://t.co/zfo9mxqLaH,4,0,1356192274464473088
2021-01-30 10:13:00+00:00,"【動画更新】
機械学習の基礎をサクッと学びたい人向けに動画を公開しました！
本動画は下記の方々におすすめです！
・AI/機械学習を学び始めようと思っている方
・Pythonの基礎を終えたので次のステップへ行きたい方
・他の講座等で学んでみたがあまり理解できなかった方
https://t.co/Lyjsz6XiZk https://t.co/RTt7iFPmbH",19,3,1355458986435358747
2021-01-29 09:10:53+00:00,"ようやく始められました、、
是非フォローお願いします！ https://t.co/LiXmmwG6uZ",21,0,1355080965723357187
2021-01-27 11:58:50+00:00,見たすぎる。 https://t.co/9uOJQALvk2,4,1,1354398459458019335
2021-01-27 10:21:00+00:00,"【動画更新しました】
本日はPythonでOCRを実装する方法について解説しました！PythonのOCRモジュールPyOCRとOCRエンジンTesseract OCRを組み合わせた講座になります。
読み取る画像次第では良い認識結果だったりするので、是非ご覧になっていただければと思います。
https://t.co/FYv8yC4UNc https://t.co/S0QrDBzN5z",19,3,1354373836028829699
2021-01-26 13:45:02+00:00,後でじっくり読む！ https://t.co/n2VpeAdyme,3,0,1354062794665074690
2021-01-25 00:39:15+00:00,"即レス必要論、不要論ありますが、
フリーランスの人と仕事をしていて「この人レスめっちゃ速いな」と感じる人には仕事をお願いしたくなります。
受け手側からすると「即レス」は非常にありがたい。
一方で、送り手側からすると、他人に時間をコントロールされているというデメリットもありますよね。",7,1,1353502658867281920
2021-01-24 01:21:36+00:00,このプラグインヤバ。 https://t.co/tdLcpU6ZBk,6,0,1353150929957052416
