時間,ツイート本文,いいね,リツイート,ID
2021-10-27 20:43:59+00:00,"【最安値1,200円クーポン】
こちら5日間限定になります☺️
https://t.co/cnOp6LdoKX",8,0,1453462501996130304
2021-10-27 20:43:58+00:00,"【新講座開講】
昨夜「FastAPIによるWeb API開発講座」の審査が通りました！

本講座では、今最も注目を集めているモダンなWebフレームワーク『FastAPI』を用いて、本格的なWeb APIを開発する方法をわかりやすくお伝えします。

Twitter経由限定で最安値クーポンを発行したので、是非ご受講ください！ https://t.co/1eDO4VQOtf",25,5,1453462500385509377
2021-10-27 05:19:22+00:00,"コワーキングスペースの有線LANはやい。

使用中のインターネットの速度は: 1.0Gbps. お使いのインターネットの速度はどのくらいですか? https://t.co/RDyEJb1O2v",8,0,1453229817638363146
2021-10-23 08:09:53+00:00,コワーキングスペースで、「重回帰分析」という言葉が聞こえてきて思わず反応してしまいました。どこかのオンライン授業を受けているみたいです。,18,0,1451823175361183751
2021-10-22 10:28:24+00:00,1日1時間かけているルーティーン業務って、1ヶ月で20時間（約3日）1年で36日（約1.5ヶ月）分の工数をかけていることになるから、甘く見ないほうがいいですよね。もしこれを自動化できたら、新たな業務を1ヶ月分こなすことができるわけですからね。たった1時間でも積み重ねたら膨大な時間になります。,10,0,1451495646251274243
2021-10-22 10:12:58+00:00,「Power Automate Desktop」がWin専用だから、「Power Automate」もWinだけだと思ってましたが、ブラウザベースのツールなので、Macでもいけるみたいですね😁,1,2,1451491764020203522
2021-10-22 10:09:50+00:00,個人的にはPythonでの業務効率化・自動化だけではなく、ツールによる自動化も覚えておいたほうが手札も増えるのでいいと思っています。両者ともあくまでHowでしかないので☺️,5,0,1451490975591763974
2021-10-22 10:09:50+00:00,"5日限定最安値クーポンももらったので、興味ある方は是非この機会に受講してみてください〜

https://t.co/UCGTRqTx7G",2,3,1451490974283096069
2021-10-22 10:09:49+00:00,"石田講師が「Power Automate」関連の新講座を出したみたいです！☺️

業務効率化・自動化ツールを探している方には持ってこいの内容ですね！

「Power Automate」はWin、Mac両方で使用できるワークフロー自動化サービスです！ https://t.co/WYQldmftes",12,7,1451490972622229507
2021-10-21 01:10:50+00:00,"爆速で撮影し終えました...
あと少しで一段落！

公開までもう少々お待ち下さい！😁 https://t.co/xSzgF6e3X5",15,0,1450992942429073412
2021-10-15 05:58:33+00:00,"StreamlitのAPIリファレンスがめちゃ見やすくなってる！
https://t.co/pDkZyhXHsi",3,0,1448891022189084679
2021-10-13 12:28:53+00:00,SlackのBlock Kit Builderを使って作りたいものが1つできた。悩みが1つ消えた。,7,0,1448264478382977026
2021-10-13 07:17:44+00:00,"まさかの赤坂にOMO3が！！
行くしかない。 https://t.co/SP1kdumSSe",3,0,1448186173289947137
2021-10-11 11:41:01+00:00,意外と需要ない...? https://t.co/xSzgF6e3X5,7,1,1447527657034313735
2021-10-11 08:34:47+00:00,"Web API開発は興味ないかな〜と思っているプログラミング初学者の方でも楽しめるような講座設計にしています☺️
みなさんのスキルが一段、二段と深まっていくような面白さが本講座にはあると思います。
おっ、エンジニアっぽいことしてるかも？と思うにはもってこいの内容かもしれません🤣",4,0,1447480788400836609
2021-10-11 08:34:46+00:00,"現在、Udemy新講座「FastAPIによるWeb API開発講座」を製作しているのですが、こちら受講してみたい！という人どれくらいいますかね？🤔
なる早で公開したいと思っているのですが、需要があるのかわからず、なかなかペースが上がらないので、皆さんの期待値を是非いいね、リツイートで教えて下さい！😂 https://t.co/9zNPAIwfjE",112,13,1447480783778693121
2021-10-09 10:00:37+00:00,"うまくいって思わず叫びそうになりました。
普段さり気なく使用していたメソッドを深く理解しておらず、無駄に時間をかけすぎてしまいましたが、良き学びです。

やっぱり技術力を深めるには、個人的に下記のような流れがいい気がしてます。

とりあえず動かす
⇛エラーで躓く
⇛根本から学び直す",5,1,1446777614232813573
2021-10-09 09:32:51+00:00,YouTubeで「いまにゅさんでもわからないことあるんですね」「いまにゅさんもエラーにつまづくんですね」とコメントいただくのですが、わからないことばかりですし、エラーしか出ません、ってくらいエラー出ております。くだらないエラーに1時間費やしてしまいました。,40,1,1446770626140672002
2021-10-07 11:47:28+00:00,椅子にこだわりがあるコワーキングスペースはいいですね。,3,0,1446079728062926854
2021-10-07 09:16:03+00:00,"Streamlitがようやくver 1.0に！！
Session State周りの新機能が追加されてますね。要チェックです☺️

https://t.co/7aqZ7F1MIK",9,0,1446041621707964416
2021-10-03 08:55:05+00:00,"発狂しかけていたエラーが、英語読めたことによって解決しました。英語できるとやっぱいいですね。
中学英語レベルで充分ですが。",15,0,1444586795816022016
2021-10-03 02:05:34+00:00,デザイナーであれば、動画編集者であれ、技術力を生業にしている方が上に上がっていくためには、論理的思考力や営業力、コミュニケーション能力などのビジネスパーソンとしての基本スキルが欠かせないよな〜って最近思います。いくら技術に長けていても。まぁ当たり前の話かもしれませんが。,7,0,1444483735705948163
2021-09-19 08:07:24+00:00,"【ゆる募】
都内おすすめのワーケーション施設、ホテルを教えて下さい！気分転換に作業できるような場所を探してます☺️",4,0,1439501364694900737
2021-09-19 05:59:14+00:00,"詳細はこちら
https://t.co/FAX0zU6nsa",0,0,1439469110912438273
2021-09-19 05:59:14+00:00,「Streamlit Sharing」が「Streamlit Cloud」になって、プライベートリポジトリに対応した有料プランができてる。機能追加のペースが早いし、ユーザーがほしいと思っていた機能がしっかり追加され始めている。Django、Flaskに食い込んでくるか？ https://t.co/2qNr5PBttH,9,0,1439469108534206465
2021-09-18 14:22:54+00:00,早速アプリを自作していてすごいです。。。！ https://t.co/xuTgO9RvPB,4,0,1439233475781873669
2021-09-17 00:53:41+00:00,ありがとうございます！！😆 https://t.co/IkIlrJ53UH,3,0,1438667438686494720
2021-09-16 14:51:59+00:00,頑張ってください☺️ https://t.co/SezktkIddA,1,0,1438516016233861127
2021-09-15 05:29:34+00:00,ありがとうございます！！☺️ https://t.co/8Gce7cgEYC,3,0,1438012094226448387
2021-09-12 03:20:12+00:00,ありがとうございます！😁 https://t.co/eKDNdfy3bh,2,0,1436892370755153923
2021-09-11 09:47:39+00:00,毎日食べたいです。 https://t.co/dhiVwyZqH9,3,0,1436627488193466377
2021-09-10 08:30:54+00:00,メガバンクで使いやすいネットバンキングシステムあるところないんですか。。。,1,0,1436245785310425089
2021-09-10 08:28:14+00:00,"えっ、三菱UFJの法人向けネットバンキング「BizSTATION」ってこんなに使いにくいの？
壊滅的なUI,UXなんですけど、、、",5,0,1436245117791203331
2021-09-07 02:24:41+00:00,こちら無事審査が通りました！☺️ https://t.co/68aHS6uoW5,8,0,1435066464252297223
2021-09-06 01:47:35+00:00,こんな汚い数式を作ってしまうくらいExcelができません。 https://t.co/L0BNYAoDM6,5,0,1434694736317616132
2021-09-06 01:43:40+00:00,"よく考えたらExcelって中学？高校？の授業で学習して以来、しっかり学んだことなかったです。そんな僕でも、（おそらく）色々と使いこなせているExcelって改めてすごいなと思います。
便利すぎるが故、何が何でもExcelにまとめる人は好きじゃないですが。笑",8,0,1434693751587229696
2021-09-06 01:41:26+00:00,父親の会社の業務効率化をPythonとExcelで実装しているのですが、Pythonだけできるとかではなく、Pythonも使えるし、Excelも使える、NoCodeも使える、というマルチな能力が業務効率化には必要な気がしてます。あくまでこれらはHowの部分なので、それ以前の、考え方はもっと重要ですが。,32,1,1434693189944758279
2021-09-05 13:22:23+00:00,褒め上手おささん。 https://t.co/AVYt9iZma8,2,0,1434507201305997314
2021-09-05 12:33:36+00:00,ボリュームがすごい。質も良い。 https://t.co/jAYmsEndWS,3,0,1434494925232476167
2021-09-05 10:57:50+00:00,"動画はこちら☺️
https://t.co/LftPnFUerO",0,0,1434470823121752064
2021-09-05 10:57:49+00:00,"公式サイトだけでも是非覗いてみてください〜😎
https://t.co/BHaXo9GDDo",2,0,1434470821800472582
2021-09-05 10:57:49+00:00,"本日の動画はこちら。
ノリと勢いでアパレル始めてみました。
もちろんこれをメインでやっていく予定はありません🤣

プログラミング教育系YouTuberがなぜかアパレルブランドをはじめました。 https://t.co/77zlYAJFTf",7,0,1434470819992797187
2021-09-03 14:09:16+00:00,MVPを意識してのローンチなのかはわかりませんが、ユーザーにとって本当に必要な機能が実装されていないようでは、意味のないMVPでしょ。獲得した初期ユーザーがすぐに離れてしまう。,1,0,1433794223824723972
2021-09-02 13:00:41+00:00,"自分のも入ってるかな〜と思ったら、Streamlit講座とWeb API講座が選ばれてました😆

かめさんほどの高評価ではないですが、どちらも☆4.5評価をいただけてます🤩

受講生の皆さんに感謝！！ https://t.co/lco7aQRQlX",18,0,1433414579334180868
2021-08-31 09:09:25+00:00,実は極度のめんどくさがり屋でして、家に届く書類開けずに放置、みたいなこともしばしばあります...,5,0,1432631599896559619
